Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Norte,Pinot Noir,2020,9,2808,10134965.82,7340512.66
Sucursal Norte,Chardonnay,2020,9,4062,10867141.83,7300860.23
Sucursal Norte,Sauvignon Blanc,2020,9,3497,8612795.41,6306374.47
Sucursal Centro,Cabernet Sauvignon,2020,9,4852,15333967.99,11562961.81
Sucursal Centro,Merlot,2020,9,3993,9835111.27,6538755.7
Sucursal Centro,Pinot Noir,2020,9,3298,11116932.32,7112158.59
Sucursal Centro,Chardonnay,2020,9,4887,14909150.81,9094606.21
Sucursal Centro,Sauvignon Blanc,2020,9,3506,9796431.67,6750355.98
Sucursal Sur,Cabernet Sauvignon,2020,9,4755,15281422.24,9364940.49
Sucursal Sur,Merlot,2020,9,3738,8496260.83,6169362.6
Sucursal Sur,Pinot Noir,2020,9,3107,10695042.25,6942846.95
Sucursal Sur,Chardonnay,2020,9,4322,11951951.57,8405905.88
Sucursal Sur,Sauvignon Blanc,2020,9,3697,9320012.65,7146097.55
Sucursal Norte,Cabernet Sauvignon,2020,10,4648,14621302.41,11423887.5
Sucursal Norte,Merlot,2020,10,3731,8447021.97,5287580.56
Sucursal Norte,Pinot Noir,2020,10,2949,9408510.12,5805620.78
Sucursal Norte,Chardonnay,2020,10,4114,11436073.13,8828466.45
Sucursal Norte,Sauvignon Blanc,2020,10,3497,8805201.38,6239548.0
Sucursal Centro,Cabernet Sauvignon,2020,10,4560,12608707.52,9777041.59
Sucursal Centro,Merlot,2020,10,3681,9224015.1,6632847.84
Sucursal Centro,Pinot Noir,2020,10,3095,9829639.72,6883905.62
Sucursal Centro,Chardonnay,2020,10,4494,12200236.94,9654529.13
Sucursal Centro,Sauvignon Blanc,2020,10,3301,8646419.43,6761535.56
Sucursal Sur,Cabernet Sauvignon,2020,10,5259,14202205.61,8654564.06
Sucursal Sur,Merlot,2020,10,3662,10042577.45,6451707.73
Sucursal Sur,Pinot Noir,2020,10,3253,12437888.75,9847572.92
Sucursal Sur,Chardonnay,2020,10,4304,12351350.65,9026696.88
Sucursal Sur,Sauvignon Blanc,2020,10,3485,8875951.19,6192395.39
Sucursal Norte,Cabernet Sauvignon,2020,11,5133,15043965.54,9677025.33
Sucursal Norte,Merlot,2020,11,4256,11582681.29,8352827.57
Sucursal Norte,Pinot Noir,2020,11,2857,10131678.46,6357640.6
Sucursal Norte,Chardonnay,2020,11,4093,12538250.14,9378895.42
Sucursal Norte,Sauvignon Blanc,2020,11,3685,8866177.6,6996355.25
Sucursal Centro,Cabernet Sauvignon,2020,11,5197,16344300.91,10758292.95
Sucursal Centro,Merlot,2020,11,3972,10591258.02,6434000.14
Sucursal Centro,Pinot Noir,2020,11,2976,10192481.88,6537912.57
Sucursal Centro,Chardonnay,2020,11,4311,12275723.61,7835074.23
Sucursal Centro,Sauvignon Blanc,2020,11,3693,8771614.21,6088805.35
Sucursal Sur,Cabernet Sauvignon,2020,11,4598,13779178.71,8303237.2
Sucursal Sur,Merlot,2020,11,3777,9686662.8,7120508.05
Sucursal Sur,Pinot Noir,2020,11,3193,10638822.55,8003898.33
Sucursal Sur,Chardonnay,2020,11,4289,13055516.45,9035660.03
Sucursal Sur,Sauvignon Blanc,2020,11,3489,9875260.78,7474307.8
Sucursal Norte,Cabernet Sauvignon,2020,12,5301,16159407.9,10795823.06
Sucursal Norte,Merlot,2020,12,3689,8772680.15,5305549.95
Sucursal Norte,Pinot Noir,2020,12,2987,10481311.09,7713582.94
Sucursal Norte,Chardonnay,2020,12,4103,10758682.22,8164995.99
Sucursal Norte,Sauvignon Blanc,2020,12,3389,8223338.28,5193198.09
Sucursal Centro,Cabernet Sauvignon,2020,12,4945,13730327.07,10038719.3
Sucursal Centro,Merlot,2020,12,3999,10173965.9,8126084.02
Sucursal Centro,Pinot Noir,2020,12,3227,10277704.46,7350198.14
Sucursal Centro,Chardonnay,2020,12,4764,12961850.48,9183571.43
Sucursal Centro,Sauvignon Blanc,2020,12,3342,7908483.77,4856362.69
Sucursal Sur,Cabernet Sauvignon,2020,12,5425,15748557.35,10726245.55
Sucursal Sur,Merlot,2020,12,3978,10623297.28,8166397.81
Sucursal Sur,Pinot Noir,2020,12,3101,11363560.76,7313302.57
Sucursal Sur,Chardonnay,2020,12,4270,11657597.04,7934436.44
Sucursal Sur,Sauvignon Blanc,2020,12,3236,8731510.02,6006819.75
Sucursal Norte,Cabernet Sauvignon,2021,1,5707,20085663.23,13487388.73
Sucursal Norte,Merlot,2021,1,3735,10513143.34,8255547.57
Sucursal Norte,Pinot Noir,2021,1,3799,17396041.92,12678031.76
Sucursal Norte,Chardonnay,2021,1,4788,16901241.36,11318317.4
Sucursal Norte,Sauvignon Blanc,2021,1,3446,10020232.09,6138896.48
Sucursal Centro,Cabernet Sauvignon,2021,1,5399,19347703.49,14174482.46
Sucursal Centro,Merlot,2021,1,3979,10384357.32,7095820.43
Sucursal Centro,Pinot Noir,2021,1,3811,18953766.01,13492623.06
Sucursal Centro,Chardonnay,2021,1,4713,15287317.09,9968952.63
Sucursal Centro,Sauvignon Blanc,2021,1,3217,8691324.09,6076521.74
Sucursal Sur,Cabernet Sauvignon,2021,1,5315,20976334.3,15055324.42
Sucursal Sur,Merlot,2021,1,3908,10071138.25,7789359.04
Sucursal Sur,Pinot Noir,2021,1,3740,17869080.21,12619865.2
Sucursal Sur,Chardonnay,2021,1,4838,17219695.15,13758380.77
Sucursal Sur,Sauvignon Blanc,2021,1,3455,10453962.26,8162371.81
Sucursal Norte,Cabernet Sauvignon,2021,2,5520,19825104.83,15480272.47
Sucursal Norte,Merlot,2021,2,3884,10960514.17,8124521.2
Sucursal Norte,Pinot Noir,2021,2,3279,14739635.22,9801313.42
Sucursal Norte,Chardonnay,2021,2,5133,17419638.25,13694925.56
Sucursal Norte,Sauvignon Blanc,2021,2,3418,10677236.03,6592249.41
Sucursal Centro,Cabernet Sauvignon,2021,2,5516,20709513.95,12444704.42
Sucursal Centro,Merlot,2021,2,3895,9819566.47,6230957.51
Sucursal Centro,Pinot Noir,2021,2,3501,16256727.21,12009709.96
Sucursal Centro,Chardonnay,2021,2,4540,14835776.61,10786268.07
Sucursal Centro,Sauvignon Blanc,2021,2,3778,11263587.95,7070635.46
Sucursal Sur,Cabernet Sauvignon,2021,2,5644,20425629.31,14678664.12
Sucursal Sur,Merlot,2021,2,3833,10863928.62,7062450.52
Sucursal Sur,Pinot Noir,2021,2,3852,17424355.53,13587625.47
Sucursal Sur,Chardonnay,2021,2,5120,17006668.41,12417330.8
Sucursal Sur,Sauvignon Blanc,2021,2,3267,10239783.57,7541507.34
Sucursal Norte,Cabernet Sauvignon,2021,3,5305,17326550.07,11132393.32
Sucursal Norte,Merlot,2021,3,3994,10415751.98,7979149.47
Sucursal Norte,Pinot Noir,2021,3,3429,14836344.25,8909993.97
Sucursal Norte,Chardonnay,2021,3,5302,17392506.08,11223623.56
Sucursal Norte,Sauvignon Blanc,2021,3,3457,10190849.85,6365632.18
Sucursal Centro,Cabernet Sauvignon,2021,3,6022,23081041.92,18195722.07
Sucursal Centro,Merlot,2021,3,3737,10109600.58,6986632.53
Sucursal Centro,Pinot Noir,2021,3,3680,16014662.35,11326609.5
Sucursal Centro,Chardonnay,2021,3,5265,17468685.36,11972493.91
Sucursal Centro,Sauvignon Blanc,2021,3,3365,8791101.88,6024172.1
Sucursal Sur,Cabernet Sauvignon,2021,3,5029,18189915.95,14069424.38
Sucursal Sur,Merlot,2021,3,4248,10935610.94,8270691.25
Sucursal Sur,Pinot Noir,2021,3,3532,17516419.82,11441319.9
Sucursal Sur,Chardonnay,2021,3,5012,18320189.42,11903229.61
Sucursal Sur,Sauvignon Blanc,2021,3,3776,10366358.24,7399717.68
Sucursal Norte,Cabernet Sauvignon,2021,4,5301,20808531.68,14811295.56
Sucursal Norte,Merlot,2021,4,4363,13005755.24,9101185.22
Sucursal Norte,Pinot Noir,2021,4,3348,15463987.63,9999182.24
Sucursal Norte,Chardonnay,2021,4,4609,15451408.46,10847282.33
Sucursal Norte,Sauvignon Blanc,2021,4,3303,9502907.45,6682463.96
Sucursal Centro,Cabernet Sauvignon,2021,4,4989,19738893.92,12395361.22
Sucursal Centro,Merlot,2021,4,4278,10769248.53,7139881.56
Sucursal Centro,Pinot Noir,2021,4,3244,13328542.66,9518837.98
Sucursal Centro,Chardonnay,2021,4,4933,15674254.97,10539418.97
Sucursal Centro,Sauvignon Blanc,2021,4,3335,9842800.84,6758256.94
Sucursal Sur,Cabernet Sauvignon,2021,4,5664,21280758.83,12899126.57
Sucursal Sur,Merlot,2021,4,3656,9513792.31,6908271.25
Sucursal Sur,Pinot Noir,2021,4,3466,15780986.78,9975601.42
Sucursal Sur,Chardonnay,2021,4,4930,17065135.85,12457698.13
Sucursal Sur,Sauvignon Blanc,2021,4,3406,10024041.38,7385393.58
Sucursal Norte,Cabernet Sauvignon,2021,5,5122,19931749.87,14595321.94
Sucursal Norte,Merlot,2021,5,3757,9455587.0,7020551.12
Sucursal Norte,Pinot Noir,2021,5,3527,16072597.35,11413884.38
Sucursal Norte,Chardonnay,2021,5,5294,18422886.41,14261158.33
Sucursal Norte,Sauvignon Blanc,2021,5,3360,8805135.45,6684104.19
Sucursal Centro,Cabernet Sauvignon,2021,5,5002,19030904.24,12989711.72
Sucursal Centro,Merlot,2021,5,3874,10445225.34,7376962.9
Sucursal Centro,Pinot Noir,2021,5,3788,17364863.1,12080734.6
Sucursal Centro,Chardonnay,2021,5,4482,15752916.1,12423979.42
Sucursal Centro,Sauvignon Blanc,2021,5,3546,10004521.15,7811972.52
Sucursal Sur,Cabernet Sauvignon,2021,5,5767,21460577.73,16404119.75
Sucursal Sur,Merlot,2021,5,3703,9639382.68,5912721.2
Sucursal Sur,Pinot Noir,2021,5,3299,16108724.68,10625057.19
Sucursal Sur,Chardonnay,2021,5,4616,16127697.66,10184887.69
Sucursal Sur,Sauvignon Blanc,2021,5,3483,9974759.63,7222347.43
Sucursal Norte,Cabernet Sauvignon,2021,6,5255,19963345.15,15436409.12
Sucursal Norte,Merlot,2021,6,4388,12762755.66,10006239.89
Sucursal Norte,Pinot Noir,2021,6,3462,16504285.46,13120479.74
Sucursal Norte,Chardonnay,2021,6,4616,14803980.8,11636900.16
Sucursal Norte,Sauvignon Blanc,2021,6,3354,10389800.72,7791309.83
Sucursal Centro,Cabernet Sauvignon,2021,6,5517,19004153.74,11952350.84
Sucursal Centro,Merlot,2021,6,4083,11662933.58,8181792.76
Sucursal Centro,Pinot Noir,2021,6,3612,17370042.33,12782929.51
Sucursal Centro,Chardonnay,2021,6,5142,16201367.98,12066164.73
Sucursal Centro,Sauvignon Blanc,2021,6,3400,9801622.21,6287293.49
Sucursal Sur,Cabernet Sauvignon,2021,6,4968,16888187.41,13002616.0
Sucursal Sur,Merlot,2021,6,3795,10692462.81,8161394.2
Sucursal Sur,Pinot Noir,2021,6,3392,16341508.92,12080225.38
Sucursal Sur,Chardonnay,2021,6,5362,16455948.72,10761076.69
Sucursal Sur,Sauvignon Blanc,2021,6,3334,9749065.62,7725409.13
Sucursal Norte,Cabernet Sauvignon,2021,7,5238,19588024.88,14500731.87
Sucursal Norte,Merlot,2021,7,3677,9315563.08,7112040.17
Sucursal Norte,Pinot Noir,2021,7,3817,17414547.89,11159779.6
Sucursal Norte,Chardonnay,2021,7,5432,19818716.82,12998988.08
Sucursal Norte,Sauvignon Blanc,2021,7,3565,10937764.58,8210533.91
Sucursal Centro,Cabernet Sauvignon,2021,7,5075,19557828.15,14385035.79
Sucursal Centro,Merlot,2021,7,3982,11693918.85,8031115.65
Sucursal Centro,Pinot Noir,2021,7,3730,16226061.82,12393622.3
Sucursal Centro,Chardonnay,2021,7,4965,15417721.61,9737850.03
Sucursal Centro,Sauvignon Blanc,2021,7,3353,8722510.46,6324099.9
Sucursal Sur,Cabernet Sauvignon,2021,7,5332,18710177.54,12218993.17
Sucursal Sur,Merlot,2021,7,3816,10339515.35,6968957.6
Sucursal Sur,Pinot Noir,2021,7,3305,16275325.93,11726518.36
Sucursal Sur,Chardonnay,2021,7,5397,16882776.05,12369684.45
Sucursal Sur,Sauvignon Blanc,2021,7,3515,10771322.04,7037810.51
Sucursal Norte,Cabernet Sauvignon,2021,8,5991,22784012.78,16407925.29
Sucursal Norte,Merlot,2021,8,4055,10830056.65,6943512.6
Sucursal Norte,Pinot Noir,2021,8,3512,16217167.68,11148758.08
Sucursal Norte,Chardonnay,2021,8,5042,18360190.97,11278887.25
Sucursal Norte,Sauvignon Blanc,2021,8,3388,10476311.88,7904198.9
Sucursal Centro,Cabernet Sauvignon,2021,8,5390,20494106.97,14198638.44
Sucursal Centro,Merlot,2021,8,4143,11914680.43,8459197.24
Sucursal Centro,Pinot Noir,2021,8,3429,15848205.34,10118008.82
Sucursal Centro,Chardonnay,2021,8,4728,15978717.85,12475094.84
Sucursal Centro,Sauvignon Blanc,2021,8,3287,10237617.67,8175704.15
Sucursal Sur,Cabernet Sauvignon,2021,8,5438,19057293.11,11714619.75
Sucursal Sur,Merlot,2021,8,3614,10737771.48,6856656.01
Sucursal Sur,Pinot Noir,2021,8,3438,15708216.43,11366719.5
Sucursal Sur,Chardonnay,2021,8,5250,16801036.33,13144303.37
Sucursal Sur,Sauvignon Blanc,2021,8,3187,9170619.35,6156367.35
Sucursal Norte,Cabernet Sauvignon,2021,9,5710,22569720.74,14665151.57
Sucursal Norte,Merlot,2021,9,3762,9343904.07,6832534.94
Sucursal Norte,Pinot Noir,2021,9,3735,17140902.33,13472987.25
Sucursal Norte,Chardonnay,2021,9,5185,18756942.39,14938921.0
Sucursal Norte,Sauvignon Blanc,2021,9,3516,10015470.92,7044928.88
Sucursal Centro,Cabernet Sauvignon,2021,9,5098,18097951.68,11905101.27
Sucursal Centro,Merlot,2021,9,3900,9823019.43,6996799.11
Sucursal Centro,Pinot Noir,2021,9,3705,15259487.2,11936711.93
Sucursal Centro,Chardonnay,2021,9,4955,16847162.19,10825552.03
Sucursal Centro,Sauvignon Blanc,2021,9,3811,11764938.55,9382663.21
Sucursal Sur,Cabernet Sauvignon,2021,9,5382,18208684.78,13564620.98
Sucursal Sur,Merlot,2021,9,3797,10209194.38,6137990.96
Sucursal Sur,Pinot Noir,2021,9,3904,16230576.71,12033798.41
Sucursal Sur,Chardonnay,2021,9,5043,16455411.37,12909073.53
Sucursal Sur,Sauvignon Blanc,2021,9,3254,9195706.6,7329598.78
Sucursal Norte,Cabernet Sauvignon,2021,10,5025,17223942.01,12385129.81
Sucursal Norte,Merlot,2021,10,3775,10065792.13,6284968.24
Sucursal Norte,Pinot Noir,2021,10,3644,15544011.82,9706465.9
Sucursal Norte,Chardonnay,2021,10,5121,16749098.61,13269469.3
Sucursal Norte,Sauvignon Blanc,2021,10,3361,8752019.85,5606681.59
Sucursal Centro,Cabernet Sauvignon,2021,10,6041,20000148.89,13018701.55
Sucursal Centro,Merlot,2021,10,4200,10554242.63,8018117.51
Sucursal Centro,Pinot Noir,2021,10,3317,13728120.82,10771938.29
Sucursal Centro,Chardonnay,2021,10,5010,17269205.75,12235924.86
Sucursal Centro,Sauvignon Blanc,2021,10,3358,9834801.16,6000900.6
Sucursal Sur,Cabernet Sauvignon,2021,10,6048,21889197.13,16048169.36
Sucursal Sur,Merlot,2021,10,4104,12401634.87,9659273.22
Sucursal Sur,Pinot Noir,2021,10,3944,18670618.47,11847996.99
Sucursal Sur,Chardonnay,2021,10,5058,16898922.04,10475773.59
Sucursal Sur,Sauvignon Blanc,2021,10,3387,9170568.35,6600749.8
Sucursal Norte,Cabernet Sauvignon,2021,11,5000,17752938.67,11478870.81
Sucursal Norte,Merlot,2021,11,3888,10630197.97,7746766.81
Sucursal Norte,Pinot Noir,2021,11,3724,18107845.92,12614634.99
Sucursal Norte,Chardonnay,2021,11,4527,16592385.57,12047596.34
Sucursal Norte,Sauvignon Blanc,2021,11,3752,10098752.42,6174323.69
Sucursal Centro,Cabernet Sauvignon,2021,11,5819,21720266.82,16717912.36
Sucursal Centro,Merlot,2021,11,3677,9574208.24,7171892.51
Sucursal Centro,Pinot Noir,2021,11,3412,14141294.44,10435466.85
Sucursal Centro,Chardonnay,2021,11,4760,14914156.36,9407079.01
Sucursal Centro,Sauvignon Blanc,2021,11,3187,8686847.25,5481498.53
Sucursal Sur,Cabernet Sauvignon,2021,11,5627,21835831.82,15571484.36
Sucursal Sur,Merlot,2021,11,3865,10005485.08,6143760.26
Sucursal Sur,Pinot Noir,2021,11,3660,17723480.48,13723143.4
Sucursal Sur,Chardonnay,2021,11,5201,16451681.88,11114185.85
Sucursal Sur,Sauvignon Blanc,2021,11,3544,9687037.26,6586833.54
Sucursal Norte,Cabernet Sauvignon,2021,12,5075,19714201.8,12092326.53
Sucursal Norte,Merlot,2021,12,4113,10286085.67,7573899.5
Sucursal Norte,Pinot Noir,2021,12,3496,14334670.65,9681828.01
Sucursal Norte,Chardonnay,2021,12,4821,17656686.25,10734696.92
Sucursal Norte,Sauvignon Blanc,2021,12,3221,8700719.6,6476533.01
Sucursal Centro,Cabernet Sauvignon,2021,12,5766,18756017.05,12842864.67
Sucursal Centro,Merlot,2021,12,3987,10504183.98,8103809.93
Sucursal Centro,Pinot Noir,2021,12,3685,16090923.95,12457171.74
Sucursal Centro,Chardonnay,2021,12,4745,16967710.03,12554906.04
Sucursal Centro,Sauvignon Blanc,2021,12,3275,9853632.68,6525411.7
Sucursal Sur,Cabernet Sauvignon,2021,12,5323,20919697.06,16521949.47
Sucursal Sur,Merlot,2021,12,4067,10730093.76,7251277.75
Sucursal Sur,Pinot Noir,2021,12,3742,18615058.22,14133413.44
Sucursal Sur,Chardonnay,2021,12,5430,17341974.06,10929730.75
Sucursal Sur,Sauvignon Blanc,2021,12,3163,8957198.52,6104727.72
Sucursal Norte,Cabernet Sauvignon,2022,1,6453,26859802.78,18686257.76
Sucursal Norte,Merlot,2022,1,4201,11575942.15,9163545.23
Sucursal Norte,Pinot Noir,2022,1,4536,25719591.34,16456331.69
Sucursal Norte,Chardonnay,2022,1,5711,20981655.75,16443339.65
Sucursal Norte,Sauvignon Blanc,2022,1,3726,11616499.3,8591066.3
Sucursal Centro,Cabernet Sauvignon,2022,1,5678,23006265.71,17231130.37
Sucursal Centro,Merlot,2022,1,4340,12780005.16,8032944.06
Sucursal Centro,Pinot Noir,2022,1,4381,27301101.87,21817181.96
Sucursal Centro,Chardonnay,2022,1,5065,19273771.8,14513378.21
Sucursal Centro,Sauvignon Blanc,2022,1,3812,13052695.75,10349259.54
