Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Fanta,2021,7,1739,2492226.1,1832109.43
Sucursal Sur,Sprite,2021,7,6507,12381742.39,8821421.21
Sucursal Sur,7 Up,2021,7,1457,2220355.89,1660017.57
Sucursal Sur,Pepsi,2021,7,7944,16324249.52,11298911.11
Sucursal Norte,Coca Cola,2021,8,10306,29280785.57,19684094.64
Sucursal Norte,Fanta,2021,8,1466,2034773.92,1422835.53
Sucursal Norte,Sprite,2021,8,7397,15395336.06,11330110.08
Sucursal Norte,7 Up,2021,8,1575,2557509.42,1773133.78
Sucursal Norte,Pepsi,2021,8,7383,16377564.0,10653917.76
Sucursal Centro,Coca Cola,2021,8,11317,28343905.95,19448824.95
Sucursal Centro,Fanta,2021,8,1594,2369930.56,1475624.25
Sucursal Centro,Sprite,2021,8,7206,16005315.37,11806891.1
Sucursal Centro,7 Up,2021,8,1372,2240727.48,1352736.82
Sucursal Centro,Pepsi,2021,8,7273,15444617.32,12061846.31
Sucursal Sur,Coca Cola,2021,8,10279,29106629.46,19246726.94
Sucursal Sur,Fanta,2021,8,1453,1918552.87,1515651.26
Sucursal Sur,Sprite,2021,8,7593,15713213.02,9596176.7
Sucursal Sur,7 Up,2021,8,1353,2009711.17,1602330.05
Sucursal Sur,Pepsi,2021,8,8311,17015039.28,11505248.46
Sucursal Norte,Coca Cola,2021,9,10864,28506130.89,20379416.4
Sucursal Norte,Fanta,2021,9,1596,2126211.49,1457683.89
Sucursal Norte,Sprite,2021,9,7852,15618380.81,9722495.57
Sucursal Norte,7 Up,2021,9,1408,2201869.74,1384575.38
Sucursal Norte,Pepsi,2021,9,7723,15230079.33,11492728.74
Sucursal Centro,Coca Cola,2021,9,11662,27304410.73,21555022.54
Sucursal Centro,Fanta,2021,9,1634,2127535.46,1618581.22
Sucursal Centro,Sprite,2021,9,6499,13965382.33,10244381.77
Sucursal Centro,7 Up,2021,9,1380,2106761.02,1267987.87
Sucursal Centro,Pepsi,2021,9,7360,14376016.8,9174275.83
Sucursal Sur,Coca Cola,2021,9,10271,28936458.48,20631565.31
Sucursal Sur,Fanta,2021,9,1709,2338770.51,1457408.63
Sucursal Sur,Sprite,2021,9,6959,15570537.81,9575316.39
Sucursal Sur,7 Up,2021,9,1362,2232569.19,1437684.07
Sucursal Sur,Pepsi,2021,9,7922,17099218.4,11732819.67
Sucursal Norte,Coca Cola,2021,10,10100,26819957.63,19903563.9
Sucursal Norte,Fanta,2021,10,1693,2465543.57,1504135.84
Sucursal Norte,Sprite,2021,10,6845,15684893.54,10480564.37
Sucursal Norte,7 Up,2021,10,1478,2377824.41,1571750.07
Sucursal Norte,Pepsi,2021,10,8219,16696439.52,13195400.85
Sucursal Centro,Coca Cola,2021,10,10636,27131444.56,19467306.24
Sucursal Centro,Fanta,2021,10,1533,2340801.0,1521505.0
Sucursal Centro,Sprite,2021,10,6528,14684564.48,10435791.66
Sucursal Centro,7 Up,2021,10,1492,2152786.53,1664278.11
Sucursal Centro,Pepsi,2021,10,7296,14549707.8,11557966.53
Sucursal Sur,Coca Cola,2021,10,11472,27974283.47,21684793.98
Sucursal Sur,Fanta,2021,10,1736,2665919.48,2003391.22
Sucursal Sur,Sprite,2021,10,6871,14940895.97,9433068.59
Sucursal Sur,7 Up,2021,10,1604,2247412.29,1785254.93
Sucursal Sur,Pepsi,2021,10,7987,17786763.07,11461263.0
Sucursal Norte,Coca Cola,2021,11,12062,31062894.67,19441739.1
Sucursal Norte,Fanta,2021,11,1446,2081693.61,1345492.74
Sucursal Norte,Sprite,2021,11,6603,12505550.23,7565294.04
Sucursal Norte,7 Up,2021,11,1640,2427691.19,1546293.24
Sucursal Norte,Pepsi,2021,11,7421,15028397.62,10237025.32
Sucursal Centro,Coca Cola,2021,11,10735,26567265.29,18968117.32
Sucursal Centro,Fanta,2021,11,1724,2574545.87,1957199.44
Sucursal Centro,Sprite,2021,11,6860,14037816.55,9021623.59
Sucursal Centro,7 Up,2021,11,1610,2387290.78,1874801.29
Sucursal Centro,Pepsi,2021,11,7463,16612651.17,10110545.1
Sucursal Sur,Coca Cola,2021,11,10264,25153455.58,17330659.77
Sucursal Sur,Fanta,2021,11,1560,2204006.83,1682525.63
Sucursal Sur,Sprite,2021,11,7430,16262717.74,12686051.34
Sucursal Sur,7 Up,2021,11,1516,2281416.33,1821801.05
Sucursal Sur,Pepsi,2021,11,7622,14237663.95,8662348.93
Sucursal Norte,Coca Cola,2021,12,11790,32963920.07,24152872.58
Sucursal Norte,Fanta,2021,12,1660,2439384.87,1658190.15
Sucursal Norte,Sprite,2021,12,7243,14275295.67,10590253.63
Sucursal Norte,7 Up,2021,12,1636,2585370.27,2014608.99
Sucursal Norte,Pepsi,2021,12,7969,16834271.17,10708545.1
Sucursal Centro,Coca Cola,2021,12,11782,29111088.02,17995590.15
Sucursal Centro,Fanta,2021,12,1567,2286759.47,1740680.3
Sucursal Centro,Sprite,2021,12,7202,16429697.78,13116574.54
Sucursal Centro,7 Up,2021,12,1427,2099069.32,1340536.46
Sucursal Centro,Pepsi,2021,12,8587,18529695.43,12850179.98
Sucursal Sur,Coca Cola,2021,12,11810,32295436.71,22818875.37
Sucursal Sur,Fanta,2021,12,1671,2381644.5,1815028.44
Sucursal Sur,Sprite,2021,12,7847,14993296.43,9730702.33
Sucursal Sur,7 Up,2021,12,1427,1995198.24,1304004.48
Sucursal Sur,Pepsi,2021,12,7888,15418841.59,12080614.72
Sucursal Norte,Coca Cola,2022,1,12826,47155986.78,29986729.3
Sucursal Norte,Fanta,2022,1,1227,1510256.04,919524.5
Sucursal Norte,Sprite,2022,1,7023,17389425.73,11626142.65
Sucursal Norte,7 Up,2022,1,2337,3409501.79,2642683.64
Sucursal Norte,Pepsi,2022,1,7629,19421952.77,15450769.68
Sucursal Centro,Coca Cola,2022,1,12593,43778121.12,32567063.56
Sucursal Centro,Fanta,2022,1,1232,1446402.79,1153487.58
Sucursal Centro,Sprite,2022,1,6872,14511288.22,10610980.87
Sucursal Centro,7 Up,2022,1,2313,3804413.32,2505949.44
Sucursal Centro,Pepsi,2022,1,8346,18493942.21,14433565.36
Sucursal Sur,Coca Cola,2022,1,12170,39273757.38,30619272.89
Sucursal Sur,Fanta,2022,1,1375,1738009.37,1043850.54
Sucursal Sur,Sprite,2022,1,6535,13748851.52,10547918.02
Sucursal Sur,7 Up,2022,1,2288,3250757.83,2341776.68
Sucursal Sur,Pepsi,2022,1,8729,19471860.31,14680282.85
Sucursal Norte,Coca Cola,2022,2,11205,36948993.3,25015346.07
Sucursal Norte,Fanta,2022,2,1279,1613679.22,986569.85
Sucursal Norte,Sprite,2022,2,6480,13790876.86,10671931.95
Sucursal Norte,7 Up,2022,2,2346,3512224.62,2641693.58
Sucursal Norte,Pepsi,2022,2,7611,19421138.25,12099019.48
Sucursal Centro,Coca Cola,2022,2,11489,36325526.54,27148761.04
Sucursal Centro,Fanta,2022,2,1183,1284828.75,786124.04
Sucursal Centro,Sprite,2022,2,6313,14283674.65,10395785.86
Sucursal Centro,7 Up,2022,2,2081,3431813.97,2308873.22
Sucursal Centro,Pepsi,2022,2,7337,19688575.47,12137700.51
Sucursal Sur,Coca Cola,2022,2,13019,46769232.11,28706941.97
Sucursal Sur,Fanta,2022,2,1227,1408664.77,1086483.33
Sucursal Sur,Sprite,2022,2,6067,14388782.95,9126759.96
Sucursal Sur,7 Up,2022,2,2300,3188674.45,2315117.65
Sucursal Sur,Pepsi,2022,2,7490,16800482.41,11628989.18
Sucursal Norte,Coca Cola,2022,3,12282,37448511.17,29616490.96
Sucursal Norte,Fanta,2022,3,1255,1568910.38,1174074.67
Sucursal Norte,Sprite,2022,3,6908,14607538.82,10353846.42
Sucursal Norte,7 Up,2022,3,2323,3308041.48,2087082.53
Sucursal Norte,Pepsi,2022,3,7703,19258215.99,14443583.75
Sucursal Centro,Coca Cola,2022,3,11611,42575403.25,28117464.93
Sucursal Centro,Fanta,2022,3,1286,1420188.96,1041065.0
Sucursal Centro,Sprite,2022,3,6272,15241634.06,11011468.7
Sucursal Centro,7 Up,2022,3,2098,3139933.93,2207131.33
Sucursal Centro,Pepsi,2022,3,8325,21266492.13,16623300.76
Sucursal Sur,Coca Cola,2022,3,12595,42768076.74,32333575.08
Sucursal Sur,Fanta,2022,3,1197,1280237.32,999024.81
Sucursal Sur,Sprite,2022,3,6346,15611176.93,9871381.55
